accountNumber,accountHolderFirstName,accountHolderLastName,balance
8516786465,Gunter,Neeson,204809.952
7868815833,Eleanora,Chrispin,1967340.563
7753091009,Danica,Van Dalen,1967095.057
2147233218,Margit,Donalson,4386084.475
5628829482,Katrine,Heeks,3684428.009
5083442531,Robina,Partlett,265467.462
6447931617,Carmencita,Roblou,212972.885
9223723917,Eldredge,Roscamps,693297.809
6106061683,Moshe,Barthod,2039235.94
8026294960,Patricia,Rainbird,4491363.311
5874401886,Natala,Coulling,1075224.602
8742222557,Welch,Oxenbury,249340.324
2865623560,Francois,Clevely,4964950.897
6440657621,Renaud,Offener,707015.263
1431726099,Nicol,Chave,2757535.649
3953489813,Chris,Pavett,1284316.862
4402302012,Giffie,Dagwell,527426.895
3032349802,Paule,Holbarrow,3865628.461
6866651556,Rora,Coulter,82794.878
1336962157,Mareah,Gagin,252826.629
5209876346,Shoshana,Becks,4840639.165
1373441899,Tiffany,Sancho,2338825.457
7658937928,Caddric,Aleksidze,909832.183
6643370813,Mollee,Moncreif,3014401.769
8224690501,Dollie,Richarz,624108.042
5518681963,Sutton,Orehead,2942808.112
7107437174,Caren,Lyle,757470.727
9562613305,Dale,Hayward,3121532.484
3797594904,Leanora,Ferrers,3203574.949
8544146956,Gare,Royston,3215271.784
8192556412,Harriet,Dunkerton,4028793.077
8540230691,Beret,Gisburne,1291342.024
6524642705,Calv,Boyne,3783252.669
4110280688,Wayne,Roblin,227027.034
4302419916,Carla,Hamelyn,3927584.38
9143001244,Conrade,Corsor,907525.926
1820461336,Adelle,Ivanikov,1291938.376
9771806716,Tierney,Baxstare,227694.724
6143781961,Paula,Cohan,2709976.588
5333858059,Pennie,Gelder,2835868.307
6434183161,Goldy,Austen,163416.726
5795325536,Kate,Ardern,632375.122
7648962826,Maurice,Bolderstone,663398.505
4824843325,Hatti,Rozalski,1973584.862
6062532343,Laina,Allsop,1843046.399
2030471407,Jacqueline,Finlow,122306.937
2123286824,Kylila,Swatheridge,4572462.114
1533741279,Kariotta,Floyd,4252166.382
5859250582,Rahal,Gatman,1542269.127
7472152440,Paulo,Coniff,1627941.842
9293799848,Bird,Jilliss,4651267.056
9622608718,Rip,Griffoen,4430632.49
6483044471,Alexine,Da Costa,1847786.119
7052867474,Lance,Aked,2124058.956
8640330660,Sissy,Micka,2484192.651
6128288445,Allistir,Geram,3512957.117
2390408679,Kennith,Caltun,4651486.251
3493983249,Tobey,Valance,4274975.177
8615039566,Waiter,Kenway,4701501.049
1696226218,Ignace,Halbeard,1226037.128
9711625945,Marieann,Peffer,4438877.883
3252614632,Torie,Tucker,2707431.093
5013676421,Frederica,Cluderay,938026.633
3120009668,Ced,Wellington,4659479.302
4068402537,Franciskus,Lindermann,2151363.974
1414778337,Leontine,Georghiou,1560483.855
7191410021,Libby,Breffit,4887099.855
6365031245,Boyce,McLukie,378029.05
6731842132,Jackie,Nicol,1874690.614
2930068276,Samson,Sach,1873138.044
2504384846,Tymothy,Wackley,3348139.606
5989523352,Pren,Perrott,1655238.594
5228230879,Hanny,Klousner,1464174.669
7524444760,Alexandro,Harkes,2275827.597
9931047732,Kristoffer,Nann,937552.45
3896688807,Tallou,Pudan,4165848.919
7342728260,Phillis,Rhydderch,547080.44
9475994583,Cesya,Jizhaki,511843.16
8771055515,Hally,Chedzoy,3371394.589
9687869276,Chevy,Lauritzen,747482.281
8292190451,Cesaro,Arrighetti,1187297.503
6577092977,Vonnie,Piggen,3005832.865
4169143875,Elsie,Plunkett,4323542.43
3424661257,Trenna,Rapinett,647548.758
4330992491,Almire,Huzzey,4532316.801
5529474495,Fonzie,Durtnal,1874601.742
1157127331,Pammi,Pim,4489474.357
6843846228,Allyn,Rowsell,3546155.782
2101826361,Lev,Christensen,4936197.839
6745095813,Farrand,O'Sullivan,4129831.291
5907236003,Farlee,Borborough,3830597.756
3659137551,Vivien,Guido,489047.034
6166174556,Addy,Allwright,2880738.099
9875466803,Yul,Rolles,1196567.21
9746608570,Minetta,Lakin,2936634.297
3151150265,Iorgos,Larkby,4433487.941
4257806471,Teresa,MacCheyne,4481993.777
8719111250,Cilka,Bosley,701087.748
1686946729,Keene,Avraham,3166685.299
5736268842,Arlena,Barnhart,3655475.504
6707856858,Lianna,Ranvoise,3604342.922
9845213797,Brian,Mugford,3173550.11
2581584643,Matilda,Quogan,3731168.762
4787832043,Demetri,Gorring,2442427.667
1829580546,Korey,Everil,2091797.892
3865882948,Major,Philipet,1540441.24
8240893646,Kati,Jeaves,4110373.751
2815117579,Clarine,Halms,3361750.342
6150904358,Felicia,Doumic,3490217.809
5950027163,Uriah,Ganter,529617.178
6331593551,Rustie,Blincko,3988309.091
7768236118,Beryle,Budget,4966328.332
2193285173,Leonid,Saveall,1031393.876
4505713361,Saunder,Burthom,614729.258
3152238982,Jackson,Winmill,722111.169
4905335924,Agatha,Sarten,2419137.243
7026961143,Becki,Hinchcliffe,4541086.348
2863319215,Abramo,Leisk,411582.79
3094793979,Inigo,Checci,450988.997
1145360084,Kariotta,Priddy,804981.018
4926321241,Ivory,Meffin,1182401.528
5332959166,Aldus,Toombes,4787431.975
6896184413,Farrah,Blankett,4295744.125
5655858209,Herschel,Phlipon,4906244.348
4980501425,Reinaldos,Daughton,2329597.774
3278657829,Huntley,Rapps,472222.302
1076577922,Darcey,Linne,243103.808
8453009215,Farlay,Kinsella,3018152.786
7574351281,Monte,Deighton,2943196.112
5387496079,Ealasaid,Silverthorne,257139.962
8425181903,Brigid,Heims,2550822.866
6921595429,Chantalle,Riglesford,1342874.873
1478908929,Verge,Scrogges,3455015.455
8829442049,Peirce,Fancett,463356.749
9565503201,Wilone,Pohl,4421527.942
1258684259,Rolph,Woodrow,1902930.496
3421774255,Simona,Longhorn,3971621.411
3935965993,Annamarie,Fellona,739540.351
2435642803,Stephan,Burnes,1516505.058
5000442283,Zolly,Simmons,4801994.22
6113062376,Alberta,Thickin,441369.853
5848690948,Fleur,Fasset,2861043.069
8441224375,Caryl,Gebbie,524870.185
1001388391,Pennie,Kidde,2435462.187
9651924591,Maryellen,Parradine,1542113.176
5791034062,Klarrisa,Rosewell,148921.096
8055743829,Elysha,Gouny,1717816.738
2973639622,Revkah,Causon,2554731.689
9280582754,Job,Richardeau,793641.61
3955368320,Aleksandr,Kinkaid,2629609.514
4740467882,Elsinore,Cowan,3382225.005
1163443330,Cecilla,Nockles,2230857.874
7010236759,Brig,Broggelli,1845144.125
5405671261,Eddi,Thalmann,436711.578
9140528600,Jasun,Posselow,276874.646
6949685155,Godiva,Larmett,3200664.764
1898063620,Andras,Dunford,3157058.022
1534555199,Orson,Sweatland,1587792.664
8375722023,Kelsey,Myford,2282382.962
5315474742,Gratia,Cassey,81615.994
4121008825,Drusi,Walak,1898473.343
7255994485,Emlen,Nutley,3013223.67
9140391018,Dag,Doumerque,101602.411
5999524239,Corella,Stacy,2768597.154
2314090572,Andee,Wynter,32919.091
6378531056,Ulrich,Matyja,2896049.075
3599081028,Del,Sterley,816987.92
1785544237,Krystal,Humphrey,2872803.214
9541553955,Dean,Rittmeier,1439931.043
2888585675,Carolus,Jeanneau,3830546.243
8679915884,Bert,Ghelardi,311927.248
3001475675,Malachi,Lusted,1366755.335
8131152951,Viviene,Peepall,1431669.818
2914933524,Allissa,Pole,457679.328
9189679823,Les,Glave,2902422.35
5427924907,Georgeta,Blankhorn,1375917.023
6520165585,Tod,Riall,2908912.498
8643248977,Merla,Carlisi,970896.004
6222066119,Leonerd,Rannigan,134864.964
5526811987,Cassi,Forge,849766.551
3617444929,Cos,Bartalucci,4038748.174
9740620772,Leonard,McIlwrath,4058411.251
7025589280,Blithe,Mawby,3532667.664
2772178555,Ebeneser,MacClenan,3874614.047
3644534291,Debera,Sinkins,933059.925
9185048656,Kellsie,Mateu,1630906.711
2468421410,Gabey,Bardill,3713155.431
3542098737,L;urette,Nesby,3539256.727
3350328404,Westley,Linnock,2120947.618
5662484678,Skyler,Rains,1297130.915
6330768421,Sheeree,Mullaly,4351430.417
8005091206,Malissa,Penning,4935878.04
6693319703,Tally,Broderick,1238920.339
9937737193,Broderic,Stapleton,1844995.26
4020097263,Web,Elmhurst,2351422.178
1838002271,Arabel,Twells,4738192.545
2330620711,Zonnya,Yellowlea,252595.703
6301580675,Dennet,Vogeller,483997.334
4279730803,Alfons,Akitt,1860357.816
9452500297,Stavro,Gunningham,4729671.54
3488877661,Dyana,Dewire,3150160.329
5517335486,Regine,Piaggia,3024159.776
1775303535,Glynda,Fawkes,2579254.885
6122848127,Shirley,Birchenough,2037195.105
6295761446,Scott,Wilkinson,1702854.654
6221946838,Meta,Olivetta,4089061.553
3531627175,Jo ann,O'Cleary,2235978.999
7030004525,Waverly,Nock,3932549.438
4045008793,Brendan,Widdows,3163940.627
2768748148,Cleo,Ulster,3392877.309
9080852294,Valli,Side,4266391.095
9677033051,Neda,Grendon,4499931.789
3499326091,Madelin,Kleinsmuntz,6217.236
9720862111,Florrie,Riccetti,3302577.916
1911833143,Kristel,Deners,1217088.474
5546374113,Idalia,Jerrome,51608.976
6323562495,Upton,Diloway,4447547.825
1269800975,Alwin,Hundey,39600.464
1784043962,Simone,Howse,3036381.736
5226843113,Duane,Blake,1919802.756
3593716337,Tandie,Kirrens,1851599.616
8347215283,Clay,Bridywater,4908113.792
5116106861,Neville,Samsonsen,50722.171
6771261317,Everett,MacKeague,4358878.094
3045507984,Fanny,Healks,1899357.429
5776477474,Fransisco,Robiot,1688190.635
5120538201,Aymer,Quan,40360.552
4992887963,Rena,Vogel,4282070.12
9707891777,Garnet,Jacklings,1653325.054
9277502422,Joline,Lammers,2477951.999
9993756149,Abigail,Rutland,4706668.07
5245068042,Arabele,Lumsdaine,2937009.933
3922688866,Flor,Josifovitz,1126948.234
4718765328,Rodrick,Still,866316.373
7049621961,Pippo,Alcott,69828.285
3164645652,Jamison,Roomes,3862527.181
5325576279,Estrella,Georgeson,2029902.422
1305515608,Madelle,Ravenscraft,196938.515
7144194833,Jordanna,Brumby,2631736.027
9594413801,Hildegarde,Wyllcocks,3544855.461
4765652631,Lib,Leban,577754.959
6918664334,Binnie,Collelton,3786149.609
3183948896,Pamella,Gregorin,4209348.386
5472526711,Wallis,Vasnetsov,1873554.552
5745579663,Brier,Franchyonok,3664756.234
4703012347,Patricio,Rodway,2119073.525
9859599968,Kriste,Jacquemard,135668.814
1191314131,Ethelda,Pitkaithly,868974.391
1490758992,Claretta,O'Cannovane,923460.714
3353618042,Esmaria,Tetla,198921.764
6240110468,Nelle,Ranahan,2033329.161
1208446389,Elroy,Moultrie,4516171.286
4781990526,Juli,French,2964443.882
1554181341,Marcile,Cropton,1582051.331
5746752667,Kare,Luisetti,4987698.521
9343155879,Boyd,Flecknoe,4709720.646
8743058326,Whit,Valsler,2879471.263
7047678514,Aileen,Bomb,3182098.086
3174036440,Elke,Ahearne,4879133.708
9851284456,Oliver,Lavell,3484469.589
2903585082,Byram,Van der Mark,669057.575
2274298219,Rick,Ivimy,20988.716
4024430468,Dacey,Bexley,562090.952
8504685623,Lesly,Pedlingham,2291209.758
5443342713,Rafaelita,Capinetti,4302738.816
8900540715,Zerk,Leatherborrow,2160923.321
2412965410,Wake,Catmull,1195266.907
1397178209,Petra,Keeler,2581948.964
6323755624,Denni,Creavin,2865569.877
4218527102,Saidee,Swannick,4205999.164
4929131397,Wallis,Bartlett,1787868.861
1175954987,Tamarra,Theurer,2144179.73
8801443700,Tildy,Shakesbye,2716220.402
7740711935,Herb,Rosengart,3815314.842
3488331249,Adora,Howsan,250140.712
9808038532,Elberta,Heffernon,178436.461
4057225566,Malvin,Whittington,3121924.674
6180155415,Lucian,Pennell,713003.478
7357328896,Hernando,Allmark,3327230.064
2633143139,Doralynne,Benettolo,3640014.331
3954295864,Merline,Laidlaw,4094123.018
7693752442,Joanie,Kiossel,3051635.38
6092895339,Cynthie,Brisco,3086232.377
2514956489,Raffaello,Whyatt,3322069.336
6300450054,Kenyon,Barnham,1788057.096
1383406273,Pepita,Oxford,233812.676
6472094652,Farica,Lamball,3630074.862
6085922393,Almire,Smaling,2713698.458
6220885256,Audrey,Riddell,3468669.595
5146322906,Rakel,De Avenell,793906.203
9803435171,Florencia,Gallyon,2499308.134
2296508852,Moselle,Yves,984507.108
7871787088,Nadine,McMaster,3690410.525
4992921112,Rudiger,Lufkin,4076882.742
9903001757,Violette,Hasnip,1963253.466
1714077283,Mack,Crackett,2786628.508
3092968823,Alie,Morgans,1902679.65
7194407248,Fleur,Laminman,978351.942
8948734770,Sher,Dunnico,2129342.404
4391804715,Gregor,Compton,2790071.249
7652585261,Isidora,Angric,1613189.029
6814680632,Darbie,Preist,4571291.426
9675578772,Nadiya,De Biaggi,2148502.861
9398816632,Fidela,Whartonby,4067789.737
5038013934,Mirna,Ibarra,4172484.001
9178227665,Gabie,Lissenden,4496481.65
6207415766,Andrus,Quinell,4633211.862
7400809573,Hedvige,Shawyer,3472397.311
9553412210,Ardella,Kinton,1500171.128
4408666590,Brad,Varsey,3164085.422
9625608896,Ruprecht,Matic,2280458.509
5780779300,Leopold,Kuhnke,1426134.743
5688816700,Astrix,Djokic,2517420.793
2231413369,Mab,Cockitt,4192458.741
6676637522,Blancha,Mazey,4962624.442
8440374478,Rebecka,McTrustram,2484364.524
1139779162,Ingamar,Critzen,2091272.115
3781395998,Sheba,Hertwell,4422814.412
4461910348,Fania,Oguz,115092.34
6041553527,Agneta,Moyle,1176876.774
3025295987,Correy,Wrightham,2540122.468
3602026798,Ivette,Jelfs,3441869.724
6360475467,Karlik,Gerrell,414311.265
3220688023,Millicent,MacLardie,4517869.405
9900315018,Dedra,Byass,4479547.495
7737760671,Tedmund,Spincks,799191.317
1585526859,Laverna,McGillivrie,4326188.07
3894974044,Gardner,Snowding,2438010.228
8721058577,Rafaello,Kefford,3520541.78
9305283645,Nickey,Skipton,3076057.564
1644080520,Adriane,Perrins,2681227.917
9853679683,Janeczka,Meaddowcroft,3195444.295
2642645727,Chic,Broadist,842617.201
1494533552,Saree,Wilford,4508635.15
1537971889,Sela,Stannett,2361786.004
3771036675,Holt,Lewnden,4179794.807
7273936130,Rivi,Minney,4426251.112
1830925623,Jessie,Smails,3516201.838
6141341200,Yvonne,Braidon,2997877.766
2843083284,Wilow,Gout,1210739.629
6652807432,Mac,Pyle,4185203.139
8907088796,Lorianna,Ewdale,4770241.054
2729405635,Korrie,Lepick,4981341.64
8124155403,Elyssa,Tregenna,2043669.46
1012418917,Verene,Beviss,666119.958
4445707272,Dilan,Grafton-Herbert,783390.07
2441127698,Tailor,Lindfors,187745.731
5820200490,Eleanor,Stallon,1879760.963
9492024491,Annabela,O'Boyle,896047.176
7728729413,Marjy,Bomfield,4555331.81
9849933769,Sydney,Breewood,2426282.918
6612372142,Gratiana,Beamiss,172374.31
4879034786,Brig,Dyble,2800443.463
5319046112,Bobby,Digman,2410716.832
1542322026,John,Dron,2085649.503
4160732265,Lynnett,Blunderfield,584793.77
2351935983,Web,Lerner,4540651.029
6543498934,Mollee,Dobrowolski,3571374.157
9369755853,Wade,Joire,1468039.17
3552161413,Meris,Ship,1364083.05
4942144748,Sharleen,Froggatt,3830918.196
2661721653,Zeb,Boules,2833231.759
6553699798,Goldy,Dyers,1874247.359
1431995555,Nelia,Forsaith,2981104.791
3104350690,Carola,Skirving,3812864.447
7533314804,Darci,Trank,3992300.573
1652416783,Belita,Lawtie,4525667.549
6590920063,Danny,Codron,658846.275
8402210850,Brooks,Denge,4710830.441
2820226430,Thornie,Creegan,2687554
8707716854,Stavro,Shorthouse,1760933.604
5608188410,Staffard,Harbin,3090115.062
4402987759,Dawna,Oubridge,2462998.606
2853560184,Neall,Worrell,1751149.178
6440664922,Herb,Hendron,3688972.078
4447843674,Dodie,Jancik,4677927.254
4999514513,Valle,Ridger,255310.867
7090254030,Essa,Edyson,4919838.918
9388880102,Bride,Andriessen,4183291.264
3263043079,Dara,Carbine,2518846.719
8438381952,Antonia,Roof,899909.736
8018403893,Helen,Jolliff,546969.84
6808824735,Dorothea,Robathon,691499.197
4807067076,Rita,Orringe,1778344.802
1646754549,Jeffy,Cheng,4647158.93
8788222414,Casar,Vanns,2948560.831
1837731016,Kessia,Bailie,3052826.339
3996813953,Rici,Whittle,1965016.012
7708524719,Gavrielle,Rossoni,4973735.104
9475428574,Geneva,Labeuil,2702170.179
3829863154,Terrill,Connold,1225711.485
9224724641,Prue,Gerrie,2013966.685
6907607185,Biron,Boak,1614482.153
4641020568,Evania,Kingsly,2872879.171
4674742065,Angil,Cory,2678026.054
1514512937,Chrystal,Talmadge,1324282.122
9004880245,Katha,Teresse,3266892.706
5900226056,Morgan,Eagleton,4725194.366
4834303527,Corenda,Denisyev,474584.813
3302819761,Viviene,Barthrup,3628298.885
9809201598,Marleen,Beldam,2308982.427
1912052874,Carlin,Thomen,3187407.991
2905558146,Arlie,Chichgar,3738988.575
8478632298,Edouard,Ortell,4573688.167
6352727246,Yetta,Rabbe,660502.612
2356684451,Britteny,Ostridge,4778669.19
8752489376,Darill,Dryburgh,1121487.406
7507349463,Van,Vosper,3687545.224
6316789660,Pablo,Livesey,1421756.565
9850763038,Sayre,Jiggens,2888291.896
5593014787,Kenton,Coule,611106.133
7912804593,Broderick,Skowcraft,3698536.703
4585987265,Wadsworth,Ulyatt,706472.117
4783322123,Eloise,Prydie,3272384.884
4943959427,Alfons,Drysdell,926202.716
6861353631,Tibold,Bonnefin,2544470.502
8225109398,Annabelle,MacKomb,4602148.456
9310817670,Marylynne,Haysham,94205.06
9401162899,Norton,Crauford,2622201.043
8794347666,Lulita,Braferton,1709047.553
6750680537,Rooney,Fritzer,1809022.89
5562587543,Rafaelita,Baroche,4852265.242
7750011205,Shoshana,Baroc,2156469.604
7335229567,Fan,Titchener,416099.828
5261755327,Alexandre,Rosenfield,4781474.568
9778012465,Kissie,Beckhouse,3044253.253
2089257661,Fred,Farmery,4406768.966
9821839159,Lawry,Rhubottom,2381825.302
5809752453,Mathilda,Walpole,3943281.544
3912471776,Britta,Scarlan,2868504.268
6439828558,Arnie,Rodder,4132236.71
4866671456,Kesley,Boarleyson,3061556.432
1250964966,Wenda,Rogeron,1920966.326
6972306965,Francklyn,Creeboe,1141127.547
4069267846,Serge,Faill,2630216.617
8945901095,Maitilde,Gascard,1359450.996
8139536739,Hilliary,Blow,399014.947
3890237781,Jodee,Faux,2959897.511
9728225396,Tiertza,Windus,1084651.911
4577274715,Sidney,Michal,4794157.193
1159940179,Howey,Quibell,755750.32
4556704391,Karoline,O'Currane,4498046.15
8885820667,Shoshana,Minthorpe,2408278.056
9428929830,Dixie,Weekland,1037944.405
1813400625,Mufinella,MacCarlich,4278237.998
1874180476,Lea,Poundford,2826424.264
5027238007,Megen,Mattiessen,3038704.793
2299412621,Prent,McDowell,2965886.994
4195987984,Ignacio,Hunnam,2893163.047
8175634063,Audrie,Poulglais,3066311.355
2484686776,Iorgo,Twiddell,3993238.42
6629612105,Jehu,Gland,1697033.82
3687913178,Belia,Leedal,2743530.738
6764004152,Julee,Tunna,2542596.95
7295764286,Engracia,Degue,2572312.563
7409506437,Tilda,Debenham,3535096.125
3949820011,Priscella,Benner,597026.782
3522852383,Cliff,Haughian,3862028.898
9027706183,Orel,Baggaley,3431032.133
7102604422,Myrvyn,Eslemont,1909552.954
5903200426,Violante,Gabbotts,3494472.44
8925964778,Even,Croix,4265759.57
9295260570,Warner,Goldwater,4002439.432
3722218593,Jorry,Etteridge,309170.959
8864261739,Conny,Tokley,1627572.676
3642574730,Marian,Smidmoor,2530050.795
3614741331,Jazmin,Asson,2347825.517
1835953283,Wang,Mordecai,2122955.108
5717376322,Shaine,Lonie,762899.786
1932724006,Broderic,Eversley,4133488.884
3565859160,Erasmus,Twigley,4595955.186
1931041494,Geri,Garrals,115660.952
4416699884,Obediah,Busain,2311891.257
4623370972,Steve,Clace,4731774.238
5490331478,Tomasine,Dax,2074419.441
9339664542,Renee,Munt,3117321.154
2318020591,Ursula,Dallaway,617110.93
8049947920,Francois,Farney,3306697.465
1337304054,Ashlin,Davidovicz,1183905.361
4055240372,Nettle,Ecclestone,4811032.372
8970892648,Valentine,Pollie,158849.552
1323801195,Devondra,Warin,1752101.922
3554511052,Merl,Kezar,3755990.703
2634943968,Orlan,Rowlings,582506.908
7699446541,Grete,Belleny,103633.118
6467127115,Elia,Betje,2207889.219
3686320312,Durand,Davidovicz,3913011.764
1842912421,Car,Sillick,4058496.878
6466841957,Romain,Dober,1083766.657
1946832130,Falkner,Bitchener,4102245.607
3191035720,Salaidh,Greenshiels,362399.526
5364603657,Correy,Breyt,1452959.031
4090446790,Alexandros,Quarton,2675812.906
2300224777,Babb,Hartly,1534821.376
9741003571,Cob,Jeannenet,3788255.423
7738820560,Dianemarie,Dalby,3357963.716
6619048402,Eddi,Wile,863182.72
8904476793,Rivkah,Mahaddy,1413987.581
6138918247,Mark,Wolpert,4046940.372
6445722883,Chere,Fiddian,2174386.231
7353492842,Florinda,McCusker,1060063.491
6851905023,Josepha,Keaves,4278154.522
1241206485,Olive,Yurenin,1373388.151
6719579349,Caye,Goodson,2138370.584
7149519055,Lewiss,Longcaster,2110044.043
4052340267,Frank,Kienzle,2700424.966
2389367487,Stepha,Surplice,945985.909
4412985511,Alverta,Schiersch,2919394.789
9399669189,Valina,Gable,1700754.942
4861776636,Olly,Sline,4630487.43
9450265710,Ellissa,Garter,2734902.833
4786361040,Gloriana,Lockart,1834895.16
9504578270,Keslie,Halvorsen,4411555.541
9849497176,Nerti,Kares,1802123.435
3333086800,Sammy,Ridsdole,1577618.383
6575291030,Isidro,Pennuzzi,4227444.363
5560120023,Cammi,Dawnay,1369828.041
7035244138,Meir,Tarbert,2873088.101
3465366408,Antone,Tockell,2174883.279
7759335527,Philly,Billows,3567553.143
9997948568,Errick,Kivlehan,1671146.628
5735946709,Latrina,MacClinton,3170387.296
6781460935,Baron,Halt,18189.898
5482075948,Barn,Bernetti,4043044.843
8588985707,Albertine,des Remedios,2074847.522
5954097088,Berti,McKennan,37160.18
3042537534,Clarette,Charnick,1710901.93
5813695225,Paolo,Dienes,3177096.294
4549372838,Jo-anne,McIlwraith,3241834.874
3182650656,Marya,Hancill,3200806.446
3087448473,Tani,Vanezis,2735134.005
1949968302,Karoly,Nester,4792853.732
2489615243,Clo,Giabucci,2015658.473
3196724805,Deina,Petegre,1261054.339
8992500565,Roseline,Hardman,3664148.626
9566765014,Maje,Calender,3940987.25
6266989836,Cris,Mustard,2975177.158
1718620095,Eugenio,Catton,2190398.504
3760673786,Chrissie,Oakenfall,4845455.535
2559460744,Shea,Wapple,4740750.117
1401983579,Ingrim,Bachelor,1782469.146
3617946467,Wynn,Donnan,1127094.676
9842215062,Fran,Cicero,3772594.871
6712247354,Rosco,Reely,1850252.883
6113688479,Judah,Breinlein,4088286.681
4413446707,Beckie,Evins,2559442.537
2589900838,Arron,Dict,2418036.286
2859421733,Yoko,Bayston,2815196.905
3393010929,Lani,Brough,2604168.128
9749899745,Berta,Woolforde,60790.068
5238776447,Darnell,Toppin,1669988.063
2259241164,Gipsy,Berns,305312.617
2074677777,Martainn,Tother,4887350.959
5113031531,Julie,Andrassy,3483127.842
9854847505,Essa,Chadbourne,4059435.339
9029320768,Clerissa,Fredy,2941638.746
2529010714,Pammy,Trask,3641751.298
9753400996,Hetti,Maypother,4512385.52
7243725980,Luci,Athey,4546936.654
4386556089,Mose,Woodhams,967819.031
8293627082,Zacherie,Jaqueminet,3378371.21
6624945604,Jesselyn,Reynault,1137028.537
6871537251,Antonia,Gowdy,224902.831
9838725376,Armando,Hanks,1116223.568
2195848031,Dicky,Eard,97491.8
9991760993,Aubrette,Brown,3377670.519
